paper_spec,model,paper,workflow_state,current_outcome,strict_gate_passed,failure_type,api_clean_current,original_CG,original_REA,final_CG,final_REA,delta_CG,delta_REA,quality_tier,retained_correct_ratio,protocol,metric_fallback_applied
claude_sonnet_4_5_20250929:s41467-025-56413-9,claude_sonnet_4_5_20250929,s41467-025-56413-9,current_version,strict_success,true,,true,1.0,0.3333333333333333,1.0,1.0,0.0,0.6666666666666667,A_main,0.16666666666666666,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56522-5,claude_sonnet_4_5_20250929,s41467-025-56522-5,current_version,strict_success,true,,true,0.625,0.14285714285714285,1.0,1.0,0.375,0.8571428571428572,A_main,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56609-z,claude_sonnet_4_5_20250929,s41467-025-56609-z,current_version,strict_success,true,,true,0.6,0.027777777777777776,1.0,1.0,0.4,0.9722222222222222,C_thin,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56611-5,claude_sonnet_4_5_20250929,s41467-025-56611-5,current_version,strict_success,true,,true,1.0,0.375,1.0,1.0,0.0,0.625,A_main,0.375,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56616-0,claude_sonnet_4_5_20250929,s41467-025-56616-0,current_version,strict_success,true,,true,0.9090909090909091,0.3333333333333333,1.0,1.0,0.09090909090909094,0.6666666666666667,A_main,0.26666666666666666,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56618-y,claude_sonnet_4_5_20250929,s41467-025-56618-y,current_version,strict_success,true,,true,0.7272727272727273,0.38461538461538464,1.0,1.0,0.2727272727272727,0.6153846153846154,B_usable,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56622-2,claude_sonnet_4_5_20250929,s41467-025-56622-2,current_version,strict_success,true,,true,1.0,0.2,1.0,1.0,0.0,0.8,A_main,0.15,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56635-x,claude_sonnet_4_5_20250929,s41467-025-56635-x,current_version,strict_success,true,,true,0.9,0.23076923076923078,1.0,1.0,0.09999999999999998,0.7692307692307692,A_main,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56641-z,claude_sonnet_4_5_20250929,s41467-025-56641-z,current_version,strict_success,true,,true,0.9,0.15789473684210525,1.0,1.0,0.09999999999999998,0.8421052631578947,A_main,0.05263157894736842,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56657-5,claude_sonnet_4_5_20250929,s41467-025-56657-5,current_version,strict_success,true,,true,0.5555555555555556,0.07692307692307693,1.0,1.0,0.4444444444444444,0.9230769230769231,C_thin,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56667-3,claude_sonnet_4_5_20250929,s41467-025-56667-3,current_version,strict_success,true,,true,1.0,0.2,1.0,1.0,0.0,0.8,A_main,0.2,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56697-x,claude_sonnet_4_5_20250929,s41467-025-56697-x,current_version,strict_success,true,,true,1.0,0.4,1.0,1.0,0.0,0.6,A_main,0.3,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56698-w,claude_sonnet_4_5_20250929,s41467-025-56698-w,current_version,strict_success,true,,true,1.0,0.3333333333333333,1.0,1.0,0.0,0.6666666666666667,A_main,0.2,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56722-z,claude_sonnet_4_5_20250929,s41467-025-56722-z,current_version,strict_success,true,,true,1.0,0.45,1.0,1.0,0.0,0.55,A_main,0.15,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56724-x,claude_sonnet_4_5_20250929,s41467-025-56724-x,current_version,strict_success,true,,true,1.0,0.2571428571428571,1.0,1.0,0.0,0.7428571428571429,A_main,0.14285714285714285,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56729-6,claude_sonnet_4_5_20250929,s41467-025-56729-6,current_version,strict_success,true,,true,1.0,0.25,1.0,1.0,0.0,0.75,A_main,0.0625,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56732-x,claude_sonnet_4_5_20250929,s41467-025-56732-x,current_version,strict_success,true,,true,0.6666666666666665,0.20833333333333334,1.0,1.0,0.3333333333333335,0.7916666666666666,C_thin,0.041666666666666664,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56734-9,claude_sonnet_4_5_20250929,s41467-025-56734-9,current_version,strict_success,true,,true,0.9090909090909091,0.25,1.0,1.0,0.09090909090909094,0.75,A_main,0.125,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56738-5,claude_sonnet_4_5_20250929,s41467-025-56738-5,current_version,strict_success,true,,true,0.9,0.125,1.0,1.0,0.09999999999999998,0.875,A_main,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56739-4,claude_sonnet_4_5_20250929,s41467-025-56739-4,current_version,strict_success,true,,true,0.6,0.2857142857142857,1.0,1.0,0.4,0.7142857142857143,A_main,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56751-8,claude_sonnet_4_5_20250929,s41467-025-56751-8,current_version,strict_success,true,,true,1.0,0.3333333333333333,1.0,1.0,0.0,0.6666666666666667,A_main,0.25,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56757-2,claude_sonnet_4_5_20250929,s41467-025-56757-2,current_version,strict_success,true,,true,0.6666666666666665,0.11764705882352941,1.0,1.0,0.3333333333333335,0.8823529411764706,A_main,0.11764705882352941,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56761-6,claude_sonnet_4_5_20250929,s41467-025-56761-6,current_version,strict_success,true,,true,1.0,0.26666666666666666,1.0,1.0,0.0,0.7333333333333334,A_main,0.26666666666666666,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56764-3,claude_sonnet_4_5_20250929,s41467-025-56764-3,current_version,strict_success,true,,true,0.7777777777777779,0.21052631578947367,1.0,1.0,0.2222222222222221,0.7894736842105263,A_main,0.10526315789473684,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56765-2,claude_sonnet_4_5_20250929,s41467-025-56765-2,current_version,strict_success,true,,true,1.0,0.14285714285714285,1.0,1.0,0.0,0.8571428571428572,B_usable,0.07142857142857142,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56769-y,claude_sonnet_4_5_20250929,s41467-025-56769-y,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
claude_sonnet_4_5_20250929:s41467-025-56776-z,claude_sonnet_4_5_20250929,s41467-025-56776-z,current_version,strict_success,true,,true,0.8571428571428571,0.07142857142857142,1.0,1.0,0.1428571428571429,0.9285714285714286,A_main,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56786-x,claude_sonnet_4_5_20250929,s41467-025-56786-x,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
claude_sonnet_4_5_20250929:s41467-025-56787-w,claude_sonnet_4_5_20250929,s41467-025-56787-w,current_version,strict_success,true,,true,1.0,0.6666666666666666,1.0,1.0,0.0,0.33333333333333337,A_main,0.6666666666666666,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56795-w,claude_sonnet_4_5_20250929,s41467-025-56795-w,current_version,strict_success,true,,true,1.0,0.125,1.0,1.0,0.0,0.875,A_main,0.125,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56797-8,claude_sonnet_4_5_20250929,s41467-025-56797-8,current_version,strict_success,true,,true,1.0,0.3888888888888889,1.0,1.0,0.0,0.6111111111111112,A_main,0.3333333333333333,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56798-7,claude_sonnet_4_5_20250929,s41467-025-56798-7,current_version,strict_success,true,,true,0.7692307692307694,0.2222222222222222,1.0,1.0,0.23076923076923062,0.7777777777777778,A_main,0.2222222222222222,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56799-6,claude_sonnet_4_5_20250929,s41467-025-56799-6,current_version,strict_success,true,,true,1.0,0.4444444444444444,1.0,1.0,0.0,0.5555555555555556,A_main,0.3333333333333333,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56814-w,claude_sonnet_4_5_20250929,s41467-025-56814-w,current_version,strict_success,true,,true,0.9090909090909091,0.3333333333333333,1.0,1.0,0.09090909090909094,0.6666666666666667,A_main,0.2222222222222222,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56815-9,claude_sonnet_4_5_20250929,s41467-025-56815-9,current_version,strict_success,true,,true,0.9,0.2,1.0,1.0,0.09999999999999998,0.8,A_main,0.2,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56819-5,claude_sonnet_4_5_20250929,s41467-025-56819-5,current_version,strict_success,true,,true,0.7857142857142857,0.08333333333333333,1.0,1.0,0.2142857142857143,0.9166666666666666,A_main,0.08333333333333333,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56821-x,claude_sonnet_4_5_20250929,s41467-025-56821-x,current_version,strict_success,true,,true,1.0,0.46153846153846156,1.0,1.0,0.0,0.5384615384615384,A_main,0.46153846153846156,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56822-w,claude_sonnet_4_5_20250929,s41467-025-56822-w,current_version,strict_success,true,,true,1.0,0.26666666666666666,1.0,1.0,0.0,0.7333333333333334,A_main,0.2,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56842-6,claude_sonnet_4_5_20250929,s41467-025-56842-6,current_version,strict_success,true,,true,0.875,0.3157894736842105,1.0,1.0,0.125,0.6842105263157895,B_usable,0.21052631578947367,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56846-2,claude_sonnet_4_5_20250929,s41467-025-56846-2,current_version,strict_success,true,,true,0.9,0.24390243902439024,1.0,1.0,0.09999999999999998,0.7560975609756098,B_usable,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56850-6,claude_sonnet_4_5_20250929,s41467-025-56850-6,current_version,strict_success,true,,true,0.8,0.07692307692307693,1.0,1.0,0.19999999999999996,0.9230769230769231,A_main,0.07692307692307693,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56852-4,claude_sonnet_4_5_20250929,s41467-025-56852-4,current_version,strict_success,true,,true,0.8181818181818182,0.38461538461538464,1.0,1.0,0.18181818181818177,0.6153846153846154,A_main,0.23076923076923078,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56853-3,claude_sonnet_4_5_20250929,s41467-025-56853-3,current_version,strict_success,true,,true,0.8888888888888888,0.2222222222222222,1.0,1.0,0.11111111111111116,0.7777777777777778,A_main,0.1111111111111111,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56856-0,claude_sonnet_4_5_20250929,s41467-025-56856-0,current_version,strict_success,true,,true,0.8,0.125,1.0,1.0,0.19999999999999996,0.875,A_main,0.125,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56857-z,claude_sonnet_4_5_20250929,s41467-025-56857-z,current_version,strict_success,true,,true,1.0,0.18181818181818182,1.0,1.0,0.0,0.8181818181818181,A_main,0.09090909090909091,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56858-y,claude_sonnet_4_5_20250929,s41467-025-56858-y,current_version,strict_success,true,,true,0.6363636363636364,0.14285714285714285,1.0,1.0,0.36363636363636365,0.8571428571428572,B_usable,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56871-1,claude_sonnet_4_5_20250929,s41467-025-56871-1,current_version,strict_success,true,,true,1.0,0.23809523809523808,1.0,1.0,0.0,0.7619047619047619,B_usable,0.14285714285714285,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56873-z,claude_sonnet_4_5_20250929,s41467-025-56873-z,current_version,strict_success,true,,true,1.0,0.46153846153846156,1.0,1.0,0.0,0.5384615384615384,A_main,0.23076923076923078,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56877-9,claude_sonnet_4_5_20250929,s41467-025-56877-9,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
claude_sonnet_4_5_20250929:s41467-025-56880-0,claude_sonnet_4_5_20250929,s41467-025-56880-0,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
claude_sonnet_4_5_20250929:s41467-025-56882-y,claude_sonnet_4_5_20250929,s41467-025-56882-y,current_version,strict_success,true,,true,0.8888888888888888,0.2222222222222222,1.0,1.0,0.11111111111111116,0.7777777777777778,A_main,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56887-7,claude_sonnet_4_5_20250929,s41467-025-56887-7,current_version,strict_success,true,,true,0.9,0.23076923076923078,1.0,1.0,0.09999999999999998,0.7692307692307692,A_main,0.23076923076923078,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56897-5,claude_sonnet_4_5_20250929,s41467-025-56897-5,current_version,strict_success,true,,true,1.0,0.3333333333333333,1.0,1.0,0.0,0.6666666666666667,A_main,0.3333333333333333,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56902-x,claude_sonnet_4_5_20250929,s41467-025-56902-x,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
claude_sonnet_4_5_20250929:s41467-025-56912-9,claude_sonnet_4_5_20250929,s41467-025-56912-9,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
claude_sonnet_4_5_20250929:s41467-025-56921-8,claude_sonnet_4_5_20250929,s41467-025-56921-8,current_version,strict_success,true,,true,1.0,0.22580645161290322,1.0,1.0,0.0,0.7741935483870968,C_thin,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56941-4,claude_sonnet_4_5_20250929,s41467-025-56941-4,current_version,strict_success,true,,true,1.0,0.05555555555555555,1.0,1.0,0.0,0.9444444444444444,A_main,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56945-0,claude_sonnet_4_5_20250929,s41467-025-56945-0,current_version,strict_success,true,,true,1.0,0.3125,1.0,1.0,0.0,0.6875,B_usable,0.0,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-56992-7,claude_sonnet_4_5_20250929,s41467-025-56992-7,current_version,strict_success,true,,true,0.5384615384615384,0.3333333333333333,1.0,1.0,0.46153846153846156,0.6666666666666667,A_main,0.2222222222222222,vote_reuse_repair_root,false
claude_sonnet_4_5_20250929:s41467-025-57012-4,claude_sonnet_4_5_20250929,s41467-025-57012-4,current_version,strict_success,true,,true,0.5555555555555556,0.3125,1.0,1.0,0.4444444444444444,0.6875,B_usable,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-55907-w,gemini_3_1_pro_preview,s41467-025-55907-w,current_version,strict_success,true,,true,1.0,0.5384615384615384,1.0,1.0,0.0,0.46153846153846156,A_main,0.5384615384615384,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-55999-4,gemini_3_1_pro_preview,s41467-025-55999-4,current_version,strict_success,true,,true,0.375,0.2,1.0,1.0,0.625,0.8,B_usable,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56034-2,gemini_3_1_pro_preview,s41467-025-56034-2,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56075-7,gemini_3_1_pro_preview,s41467-025-56075-7,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56106-3,gemini_3_1_pro_preview,s41467-025-56106-3,current_version,strict_success,true,,true,0.75,0.2857142857142857,1.0,1.0,0.25,0.7142857142857143,A_main,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56250-w,gemini_3_1_pro_preview,s41467-025-56250-w,current_version,strict_success,true,,true,1.0,0.8,1.0,1.0,0.0,0.19999999999999996,A_main,0.2,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56283-1,gemini_3_1_pro_preview,s41467-025-56283-1,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56295-x,gemini_3_1_pro_preview,s41467-025-56295-x,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56359-y,gemini_3_1_pro_preview,s41467-025-56359-y,current_version,strict_success,true,,true,0.9090909090909091,0.3333333333333333,1.0,1.0,0.09090909090909094,0.6666666666666667,A_main,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56394-9,gemini_3_1_pro_preview,s41467-025-56394-9,current_version,strict_success,true,,true,0.9090909090909091,0.5,1.0,1.0,0.09090909090909094,0.5,A_main,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56413-9,gemini_3_1_pro_preview,s41467-025-56413-9,current_version,strict_success,true,,true,0.9,0.2222222222222222,1.0,1.0,0.09999999999999998,0.7777777777777778,A_main,0.1111111111111111,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56522-5,gemini_3_1_pro_preview,s41467-025-56522-5,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56609-z,gemini_3_1_pro_preview,s41467-025-56609-z,current_version,strict_success,true,,true,0.8888888888888888,0.3333333333333333,1.0,1.0,0.11111111111111116,0.6666666666666667,A_main,0.16666666666666666,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56611-5,gemini_3_1_pro_preview,s41467-025-56611-5,current_version,strict_success,true,,true,0.5833333333333334,0.375,1.0,1.0,0.41666666666666663,0.625,A_main,0.25,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56616-0,gemini_3_1_pro_preview,s41467-025-56616-0,current_version,strict_success,true,,true,0.8181818181818182,0.2727272727272727,1.0,1.0,0.18181818181818177,0.7272727272727273,A_main,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56618-y,gemini_3_1_pro_preview,s41467-025-56618-y,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56622-2,gemini_3_1_pro_preview,s41467-025-56622-2,current_version,strict_success,true,,true,0.9,0.5,1.0,1.0,0.09999999999999998,0.5,A_main,0.3333333333333333,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56635-x,gemini_3_1_pro_preview,s41467-025-56635-x,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56641-z,gemini_3_1_pro_preview,s41467-025-56641-z,current_version,strict_success,true,,true,1.0,0.625,1.0,1.0,0.0,0.375,A_main,0.375,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56657-5,gemini_3_1_pro_preview,s41467-025-56657-5,current_version,strict_success,true,,true,0.0,0.2,1,1,1,0.8,repair,0.0,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56667-3,gemini_3_1_pro_preview,s41467-025-56667-3,current_version,strict_success,true,,true,0.7142857142857143,0.14285714285714285,1,1,0.285714285714,0.857142857143,repair,0.0,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56697-x,gemini_3_1_pro_preview,s41467-025-56697-x,current_version,strict_success,true,,true,0.75,0.42857142857142855,1.0,1.0,0.25,0.5714285714285714,A_main,0.2857142857142857,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56698-w,gemini_3_1_pro_preview,s41467-025-56698-w,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56722-z,gemini_3_1_pro_preview,s41467-025-56722-z,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56724-x,gemini_3_1_pro_preview,s41467-025-56724-x,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56729-6,gemini_3_1_pro_preview,s41467-025-56729-6,current_version,strict_success,true,,true,0.8,0.2,1.0,1.0,0.19999999999999996,0.8,B_usable,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56732-x,gemini_3_1_pro_preview,s41467-025-56732-x,current_version,strict_success,true,,true,0.6666666666666665,0.5714285714285714,1.0,1.0,0.3333333333333335,0.4285714285714286,A_main,0.2857142857142857,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56734-9,gemini_3_1_pro_preview,s41467-025-56734-9,current_version,strict_success,true,,true,1.0,0.6,1.0,1.0,0.0,0.4,A_main,0.4,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56738-5,gemini_3_1_pro_preview,s41467-025-56738-5,current_version,strict_success,true,,true,0.9,0.5384615384615384,1.0,1.0,0.09999999999999998,0.46153846153846156,A_main,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56739-4,gemini_3_1_pro_preview,s41467-025-56739-4,current_version,strict_success,true,,true,0.9090909090909091,0.8571428571428571,1.0,1.0,0.09090909090909094,0.1428571428571429,A_main,0.8571428571428571,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56751-8,gemini_3_1_pro_preview,s41467-025-56751-8,current_version,strict_success,true,,true,1.0,0.8571428571428571,1.0,1.0,0.0,0.1428571428571429,A_main,0.5714285714285714,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56757-2,gemini_3_1_pro_preview,s41467-025-56757-2,current_version,strict_success,true,,true,0.8333333333333335,0.25,1.0,1.0,0.16666666666666652,0.75,C_thin,0.125,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56761-6,gemini_3_1_pro_preview,s41467-025-56761-6,current_version,strict_success,true,,true,1.0,0.3333333333333333,1.0,1.0,0.0,0.6666666666666667,A_main,0.16666666666666666,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56764-3,gemini_3_1_pro_preview,s41467-025-56764-3,current_version,strict_success,true,,true,1.0,0.5,1.0,1.0,0.0,0.5,A_main,0.4,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56765-2,gemini_3_1_pro_preview,s41467-025-56765-2,current_version,strict_success,true,,true,1.0,0.25,1.0,1.0,0.0,0.75,A_main,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56769-y,gemini_3_1_pro_preview,s41467-025-56769-y,current_version,strict_success,true,,true,0.8,0.5,1.0,1.0,0.19999999999999996,0.5,A_main,0.25,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56776-z,gemini_3_1_pro_preview,s41467-025-56776-z,current_version,strict_success,true,,true,1.0,0.7692307692307693,1.0,1.0,0.0,0.23076923076923073,A_main,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56786-x,gemini_3_1_pro_preview,s41467-025-56786-x,current_version,strict_success,true,,true,0.875,0.8,1.0,1.0,0.125,0.19999999999999996,A_main,0.6,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56787-w,gemini_3_1_pro_preview,s41467-025-56787-w,current_version,strict_success,true,,true,0.9,0.3,1.0,1.0,0.09999999999999998,0.7,A_main,0.0,vote_reuse_repair_root,false
